id,correctSide,trial,sub,condition,RT,correct,leftImage,rightImage,imagePair,imagePairCheck,category,categoryNum,sizeNum
01autumn47,2,1,1,1,3176,1,09_armchair,09_mushroom,9,9,Big-visBig,1,1
01autumn47,1,2,1,2,2406,1,06_parthenon,06_cable,6,6,Small-visBig,4,2
01autumn47,1,3,1,1,2215,1,14_perfume,14_washingMachine,14,14,Big-visBig,1,1
01autumn47,2,4,1,2,1777,1,12_pencil sharpener 5,12_bookcase,12,12,Small-visBig,4,2
01autumn47,2,5,1,2,2098,1,02_seashell,02_carousel,2,2,Small-visBig,4,2
01autumn47,1,6,1,1,2041,1,15_scotchtape,15_couch2,15,15,Big-visBig,1,1
01autumn47,2,7,1,1,2593,1,04_tractor11,04_camera,4,4,Big-visBig,1,1
01autumn47,1,8,1,2,2427,1,13_piano,13_rubberduck,13,13,Small-visBig,4,2
01autumn47,2,9,1,2,1990,1,03_baseball 2,03_sofachair,3,3,Small-visBig,4,2
01autumn47,1,10,1,1,3021,1,06_cable,06_parthenon,6,6,Big-visBig,1,1
01autumn47,2,11,1,1,1970,1,12_bookcase,12_pencil sharpener 5,12,12,Big-visBig,1,1
01autumn47,1,12,1,2,1691,1,03_sofachair,03_baseball 2,3,3,Small-visBig,4,2
01autumn47,2,13,1,2,1735,1,19_garlic,19_refrigerator,19,19,Small-visBig,4,2
01autumn47,1,14,1,2,1665,1,10_bison,10_bowtiepasta,10,10,Small-visBig,4,2
01autumn47,2,15,1,1,1456,1,06_parthenon,06_cable,6,6,Big-visBig,1,1
01autumn47,1,16,1,1,1533,1,16_clock,16_garbagecan,16,16,Big-visBig,1,1
01autumn47,1,17,1,2,1402,1,19_refrigerator,19_garlic,19,19,Small-visBig,4,2
01autumn47,2,18,1,2,2060,0,14_perfume,14_washingMachine,14,14,Small-visBig,4,2
01autumn47,1,19,1,1,2026,1,08_changepurse,08_uprightpiano,8,8,Big-visBig,1,1
01autumn47,2,20,1,1,2423,1,20_wheelchair,20_ornament,20,20,Big-visBig,1,1
01autumn47,2,21,1,2,1600,1,13_rubberduck,13_piano,13,13,Small-visBig,4,2
01autumn47,1,22,1,2,1394,1,14_washingMachine,14_perfume,14,14,Small-visBig,4,2
01autumn47,2,23,1,1,1921,1,18_hotairballoon,18_ringbox03,18,18,Big-visBig,1,1
01autumn47,1,24,1,1,2080,0,02_seashell,02_carousel,2,2,Big-visBig,1,1
01autumn47,1,25,1,2,1547,1,08_uprightpiano,08_changepurse,8,8,Small-visBig,4,2
01autumn47,2,26,1,2,1663,1,11_controller,11_fountain13,11,11,Small-visBig,4,2
01autumn47,2,27,1,1,1603,1,17_hotairballoon2,17_pinecone,17,17,Big-visBig,1,1
01autumn47,1,28,1,1,1863,1,10_bowtiepasta,10_bison,10,10,Big-visBig,1,1
01autumn47,2,29,1,2,2099,1,01_apple,01_desk,1,1,Small-visBig,4,2
01autumn47,1,30,1,1,1669,1,20_ornament,20_wheelchair,20,20,Big-visBig,1,1
01autumn47,1,31,1,2,1823,1,16_garbagecan,16_clock,16,16,Small-visBig,4,2
01autumn47,2,32,1,1,1668,1,15_couch2,15_scotchtape,15,15,Big-visBig,1,1
01autumn47,2,33,1,1,6164,1,02_carousel,02_seashell,2,2,Big-visBig,1,1
01autumn47,1,34,1,2,1569,1,01_desk,01_apple,1,1,Small-visBig,4,2
01autumn47,2,35,1,2,1771,0,04_camera,04_tractor11,4,4,Small-visBig,4,2
01autumn47,1,36,1,1,1985,1,18_ringbox03,18_hotairballoon,18,18,Big-visBig,1,1
01autumn47,2,37,1,1,1938,1,13_piano,13_rubberduck,13,13,Big-visBig,1,1
01autumn47,1,38,1,2,1438,1,04_tractor11,04_camera,4,4,Small-visBig,4,2
01autumn47,2,39,1,2,2036,1,08_changepurse,08_uprightpiano,8,8,Small-visBig,4,2
01autumn47,1,40,1,1,3350,0,09_mushroom,09_armchair,9,9,Big-visBig,1,1
01autumn47,2,41,1,1,1744,1,16_garbagecan,16_clock,16,16,Big-visBig,1,1
01autumn47,1,42,1,1,3075,1,19_garlic,19_refrigerator,19,19,Big-visBig,1,1
01autumn47,1,43,1,2,1281,1,09_armchair,09_mushroom,9,9,Small-visBig,4,2
01autumn47,2,44,1,2,1585,1,20_ornament,20_wheelchair,20,20,Small-visBig,4,2
01autumn47,1,45,1,1,2498,0,04_camera,04_tractor11,4,4,Big-visBig,1,1
01autumn47,1,46,1,2,3611,1,02_carousel,02_seashell,2,2,Small-visBig,4,2
01autumn47,2,47,1,1,1345,1,10_bison,10_bowtiepasta,10,10,Big-visBig,1,1
01autumn47,2,48,1,2,1943,1,16_clock,16_garbagecan,16,16,Small-visBig,4,2
01autumn47,1,49,1,2,1749,1,15_couch2,15_scotchtape,15,15,Small-visBig,4,2
01autumn47,1,50,1,1,3544,1,07_dice,07_grill,7,7,Big-visBig,1,1
01autumn47,2,51,1,1,1943,1,08_uprightpiano,08_changepurse,8,8,Big-visBig,1,1
01autumn47,2,52,1,2,2048,1,07_dice,07_grill,7,7,Small-visBig,4,2
01autumn47,2,53,1,1,1421,1,19_refrigerator,19_garlic,19,19,Big-visBig,1,1
01autumn47,1,54,1,2,1412,1,07_grill,07_dice,7,7,Small-visBig,4,2
01autumn47,2,55,1,2,2566,1,17_pinecone,17_hotairballoon2,17,17,Small-visBig,4,2
01autumn47,1,56,1,1,1845,1,11_controller,11_fountain13,11,11,Big-visBig,1,1
01autumn47,2,57,1,1,2138,1,01_desk,01_apple,1,1,Big-visBig,1,1
01autumn47,1,58,1,2,2175,1,05_wagon,05_button,5,5,Small-visBig,4,2
01autumn47,2,59,1,2,1886,1,05_button,05_wagon,5,5,Small-visBig,4,2
01autumn47,1,60,1,1,1221,1,01_apple,01_desk,1,1,Big-visBig,1,1
01autumn47,2,61,1,2,1451,1,15_scotchtape,15_couch2,15,15,Small-visBig,4,2
01autumn47,2,62,1,1,2119,1,07_grill,07_dice,7,7,Big-visBig,1,1
01autumn47,1,63,1,1,1915,1,13_rubberduck,13_piano,13,13,Big-visBig,1,1
01autumn47,1,64,1,2,2297,1,11_fountain13,11_controller,11,11,Small-visBig,4,2
01autumn47,2,65,1,1,2225,1,11_fountain13,11_controller,11,11,Big-visBig,1,1
01autumn47,1,66,1,2,1895,1,18_hotairballoon,18_ringbox03,18,18,Small-visBig,4,2
01autumn47,2,67,1,2,1711,1,10_bowtiepasta,10_bison,10,10,Small-visBig,4,2
01autumn47,1,68,1,1,3080,1,03_baseball 2,03_sofachair,3,3,Big-visBig,1,1
01autumn47,2,69,1,1,1674,1,05_wagon,05_button,5,5,Big-visBig,1,1
01autumn47,1,70,1,1,1526,1,05_button,05_wagon,5,5,Big-visBig,1,1
01autumn47,2,71,1,2,1394,1,06_cable,06_parthenon,6,6,Small-visBig,4,2
01autumn47,1,72,1,2,1385,1,20_wheelchair,20_ornament,20,20,Small-visBig,4,2
01autumn47,2,73,1,2,1482,1,18_ringbox03,18_hotairballoon,18,18,Small-visBig,4,2
01autumn47,2,74,1,1,1996,1,14_washingMachine,14_perfume,14,14,Big-visBig,1,1
01MMRowan04STROOP,1,1,2,1,2112,1,15_scotchtape,15_couch2,15,15,Big-visBig,1,1
01MMRowan04STROOP,1,2,2,2,1427,1,13_piano,13_rubberduck,13,13,Small-visBig,4,2
01MMRowan04STROOP,2,3,2,1,1119,1,20_wheelchair,20_ornament,20,20,Big-visBig,1,1
01MMRowan04STROOP,2,4,2,2,1239,1,11_controller,11_fountain13,11,11,Small-visBig,4,2
01MMRowan04STROOP,1,5,2,2,1473,1,04_tractor11,04_camera,4,4,Small-visBig,4,2
01MMRowan04STROOP,1,6,2,1,1172,1,07_dice,07_grill,7,7,Big-visBig,1,1
01MMRowan04STROOP,2,7,2,2,1593,1,06_cable,06_parthenon,6,6,Small-visBig,4,2
01MMRowan04STROOP,2,8,2,1,1247,1,10_bison,10_bowtiepasta,10,10,Big-visBig,1,1
01MMRowan04STROOP,2,9,2,1,887,1,07_grill,07_dice,7,7,Big-visBig,1,1
01MMRowan04STROOP,2,10,2,2,1089,1,02_seashell,02_carousel,2,2,Small-visBig,4,2
01MMRowan04STROOP,1,11,2,2,1537,1,06_parthenon,06_cable,6,6,Small-visBig,4,2
01MMRowan04STROOP,1,12,2,1,1070,1,18_ringbox03,18_hotairballoon,18,18,Big-visBig,1,1
01MMRowan04STROOP,1,13,2,2,1293,1,07_grill,07_dice,7,7,Small-visBig,4,2
01MMRowan04STROOP,2,14,2,1,1301,1,14_washingMachine,14_perfume,14,14,Big-visBig,1,1
01MMRowan04STROOP,2,15,2,2,997,1,09_mushroom,09_armchair,9,9,Small-visBig,4,2
01MMRowan04STROOP,1,16,2,1,2497,1,02_seashell,02_carousel,2,2,Big-visBig,1,1
01MMRowan04STROOP,1,17,2,2,1149,1,03_sofachair,03_baseball 2,3,3,Small-visBig,4,2
01MMRowan04STROOP,1,18,2,1,1069,1,19_garlic,19_refrigerator,19,19,Big-visBig,1,1
01MMRowan04STROOP,2,19,2,2,1147,1,08_changepurse,08_uprightpiano,8,8,Small-visBig,4,2
01MMRowan04STROOP,2,20,2,1,893,1,12_bookcase,12_pencil sharpener 5,12,12,Big-visBig,1,1
01MMRowan04STROOP,2,21,2,1,972,1,13_piano,13_rubberduck,13,13,Big-visBig,1,1
01MMRowan04STROOP,1,22,2,2,1179,1,08_uprightpiano,08_changepurse,8,8,Small-visBig,4,2
01MMRowan04STROOP,1,23,2,1,2786,1,01_apple,01_desk,1,1,Big-visBig,1,1
01MMRowan04STROOP,2,24,2,2,1069,1,17_pinecone,17_hotairballoon2,17,17,Small-visBig,4,2
01MMRowan04STROOP,2,25,2,2,1851,1,18_ringbox03,18_hotairballoon,18,18,Small-visBig,4,2
01MMRowan04STROOP,1,26,2,1,1118,1,16_clock,16_garbagecan,16,16,Big-visBig,1,1
01MMRowan04STROOP,2,27,2,1,1035,1,17_hotairballoon2,17_pinecone,17,17,Big-visBig,1,1
01MMRowan04STROOP,1,28,2,2,1371,1,17_hotairballoon2,17_pinecone,17,17,Small-visBig,4,2
01MMRowan04STROOP,1,29,2,2,1341,1,20_wheelchair,20_ornament,20,20,Small-visBig,4,2
01MMRowan04STROOP,2,30,2,2,1735,1,05_button,05_wagon,5,5,Small-visBig,4,2
01MMRowan04STROOP,1,31,2,1,1221,1,20_ornament,20_wheelchair,20,20,Big-visBig,1,1
01MMRowan04STROOP,2,32,2,1,1462,1,19_refrigerator,19_garlic,19,19,Big-visBig,1,1
01MMRowan04STROOP,2,33,2,1,1415,1,03_sofachair,03_baseball 2,3,3,Big-visBig,1,1
01MMRowan04STROOP,1,34,2,1,1174,1,10_bowtiepasta,10_bison,10,10,Big-visBig,1,1
01MMRowan04STROOP,1,35,2,2,1669,1,18_hotairballoon,18_ringbox03,18,18,Small-visBig,4,2
01MMRowan04STROOP,2,36,2,2,3218,1,10_bowtiepasta,10_bison,10,10,Small-visBig,4,2
01MMRowan04STROOP,2,37,2,1,1182,1,11_fountain13,11_controller,11,11,Big-visBig,1,1
01MMRowan04STROOP,1,38,2,2,1949,1,05_wagon,05_button,5,5,Small-visBig,4,2
01MMRowan04STROOP,2,39,2,2,3090,1,01_apple,01_desk,1,1,Small-visBig,4,2
01MMRowan04STROOP,1,40,2,1,934,1,14_perfume,14_washingMachine,14,14,Big-visBig,1,1
01MMRowan04STROOP,2,41,2,2,1146,1,19_garlic,19_refrigerator,19,19,Small-visBig,4,2
01MMRowan04STROOP,2,42,2,1,888,1,02_carousel,02_seashell,2,2,Big-visBig,1,1
01MMRowan04STROOP,1,43,2,2,2021,1,14_washingMachine,14_perfume,14,14,Small-visBig,4,2
01MMRowan04STROOP,1,44,2,1,1362,1,08_changepurse,08_uprightpiano,8,8,Big-visBig,1,1
01MMRowan04STROOP,1,45,2,2,1472,1,02_carousel,02_seashell,2,2,Small-visBig,4,2
01MMRowan04STROOP,2,46,2,1,1226,1,09_armchair,09_mushroom,9,9,Big-visBig,1,1
01MMRowan04STROOP,2,47,2,2,1245,1,07_dice,07_grill,7,7,Small-visBig,4,2
01MMRowan04STROOP,1,48,2,1,1308,0,04_camera,04_tractor11,4,4,Big-visBig,1,1
01MMRowan04STROOP,1,49,2,2,2853,1,10_bison,10_bowtiepasta,10,10,Small-visBig,4,2
01MMRowan04STROOP,2,50,2,1,1392,1,05_wagon,05_button,5,5,Big-visBig,1,1
01MMRowan04STROOP,2,51,2,2,1466,1,15_scotchtape,15_couch2,15,15,Small-visBig,4,2
01MMRowan04STROOP,1,52,2,1,1499,1,09_mushroom,09_armchair,9,9,Big-visBig,1,1
01MMRowan04STROOP,1,53,2,1,1150,1,17_pinecone,17_hotairballoon2,17,17,Big-visBig,1,1
01MMRowan04STROOP,2,54,2,1,1250,1,04_tractor11,04_camera,4,4,Big-visBig,1,1
01MMRowan04STROOP,2,55,2,2,1425,1,04_camera,04_tractor11,4,4,Small-visBig,4,2
01MMRowan04STROOP,1,56,2,2,1946,1,01_desk,01_apple,1,1,Small-visBig,4,2
01MMRowan04STROOP,2,57,2,1,1062,1,01_desk,01_apple,1,1,Big-visBig,1,1
01MMRowan04STROOP,1,58,2,1,2552,1,03_baseball 2,03_sofachair,3,3,Big-visBig,1,1
01MMRowan04STROOP,1,59,2,2,1741,1,19_refrigerator,19_garlic,19,19,Small-visBig,4,2
01MMRowan04STROOP,2,60,2,2,1333,1,16_clock,16_garbagecan,16,16,Small-visBig,4,2
01MMRowan04STROOP,1,61,2,2,1005,1,16_garbagecan,16_clock,16,16,Small-visBig,4,2
01MMRowan04STROOP,2,62,2,1,1265,1,16_garbagecan,16_clock,16,16,Big-visBig,1,1
01MMRowan04STROOP,1,63,2,1,1339,1,05_button,05_wagon,5,5,Big-visBig,1,1
01MMRowan04STROOP,2,64,2,2,1296,1,20_ornament,20_wheelchair,20,20,Small-visBig,4,2
01MMRowan04STROOP,1,65,2,1,982,1,12_pencil sharpener 5,12_bookcase,12,12,Big-visBig,1,1
01MMRowan04STROOP,2,66,2,2,1087,1,03_baseball 2,03_sofachair,3,3,Small-visBig,4,2
01MMRowan04STROOP,2,67,2,1,895,1,08_uprightpiano,08_changepurse,8,8,Big-visBig,1,1
01MMRowan04STROOP,1,68,2,2,1904,1,15_couch2,15_scotchtape,15,15,Small-visBig,4,2
01MMRowan04STROOP,1,69,2,1,1445,1,06_cable,06_parthenon,6,6,Big-visBig,1,1
01MMRowan04STROOP,2,70,2,2,1348,1,14_perfume,14_washingMachine,14,14,Small-visBig,4,2
01MMRowan04STROOP,2,71,2,1,1085,1,18_hotairballoon,18_ringbox03,18,18,Big-visBig,1,1
01MMRowan04STROOP,1,72,2,2,2291,1,11_fountain13,11_controller,11,11,Small-visBig,4,2
01MMRowan04STROOP,1,73,2,1,3363,1,11_controller,11_fountain13,11,11,Big-visBig,1,1
01MMRowan04STROOP,2,74,2,2,1869,1,12_pencil sharpener 5,12_bookcase,12,12,Small-visBig,4,2
01MMRowan04STROOP,1,75,2,2,1883,1,12_bookcase,12_pencil sharpener 5,12,12,Small-visBig,4,2
01MMRowan04STROOP,2,76,2,1,1010,1,06_parthenon,06_cable,6,6,Big-visBig,1,1
01MMRowan04STROOP,2,77,2,2,1100,1,13_rubberduck,13_piano,13,13,Small-visBig,4,2
01MMRowan04STROOP,2,78,2,1,1651,1,15_couch2,15_scotchtape,15,15,Big-visBig,1,1
01MMRowan04STROOP,1,79,2,2,855,1,09_armchair,09_mushroom,9,9,Small-visBig,4,2
01MMRowan04STROOP,1,80,2,1,1083,1,13_rubberduck,13_piano,13,13,Big-visBig,1,1
02MMJackson04STROOP,1,1,3,2,1662,1,02_carousel,02_seashell,2,2,Small-visBig,4,2
02MMJackson04STROOP,1,2,3,1,1473,1,02_seashell,02_carousel,2,2,Big-visBig,1,1
02MMJackson04STROOP,2,3,3,1,796,1,02_carousel,02_seashell,2,2,Big-visBig,1,1
02MMJackson04STROOP,2,4,3,2,1177,1,06_cable,06_parthenon,6,6,Small-visBig,4,2
02MMJackson04STROOP,2,5,3,2,1174,1,10_bowtiepasta,10_bison,10,10,Small-visBig,4,2
02MMJackson04STROOP,2,6,3,1,1296,1,20_wheelchair,20_ornament,20,20,Big-visBig,1,1
02MMJackson04STROOP,1,7,3,2,2030,1,14_washingMachine,14_perfume,14,14,Small-visBig,4,2
02MMJackson04STROOP,1,8,3,1,1064,1,15_scotchtape,15_couch2,15,15,Big-visBig,1,1
02MMJackson04STROOP,2,9,3,1,1034,1,04_tractor11,04_camera,4,4,Big-visBig,1,1
02MMJackson04STROOP,1,10,3,2,1066,1,12_bookcase,12_pencil sharpener 5,12,12,Small-visBig,4,2
02MMJackson04STROOP,2,11,3,2,1026,1,14_perfume,14_washingMachine,14,14,Small-visBig,4,2
02MMJackson04STROOP,1,12,3,1,1169,1,16_clock,16_garbagecan,16,16,Big-visBig,1,1
02MMJackson04STROOP,1,13,3,1,1322,1,01_apple,01_desk,1,1,Big-visBig,1,1
02MMJackson04STROOP,1,14,3,2,856,1,08_uprightpiano,08_changepurse,8,8,Small-visBig,4,2
02MMJackson04STROOP,2,15,3,2,895,1,17_pinecone,17_hotairballoon2,17,17,Small-visBig,4,2
02MMJackson04STROOP,2,16,3,1,1180,1,09_armchair,09_mushroom,9,9,Big-visBig,1,1
02MMJackson04STROOP,1,17,3,1,858,1,11_controller,11_fountain13,11,11,Big-visBig,1,1
02MMJackson04STROOP,1,18,3,2,795,1,06_parthenon,06_cable,6,6,Small-visBig,4,2
02MMJackson04STROOP,2,19,3,2,1033,1,15_scotchtape,15_couch2,15,15,Small-visBig,4,2
02MMJackson04STROOP,2,20,3,1,1139,1,10_bison,10_bowtiepasta,10,10,Big-visBig,1,1
02MMJackson04STROOP,1,21,3,1,912,1,07_dice,07_grill,7,7,Big-visBig,1,1
02MMJackson04STROOP,1,22,3,2,1115,1,13_piano,13_rubberduck,13,13,Small-visBig,4,2
02MMJackson04STROOP,2,23,3,1,1068,1,17_hotairballoon2,17_pinecone,17,17,Big-visBig,1,1
02MMJackson04STROOP,2,24,3,2,630,0,13_rubberduck,13_piano,13,13,Small-visBig,4,2
02MMJackson04STROOP,1,25,3,2,712,1,07_grill,07_dice,7,7,Small-visBig,4,2
02MMJackson04STROOP,2,26,3,1,890,1,03_sofachair,03_baseball 2,3,3,Big-visBig,1,1
02MMJackson04STROOP,1,27,3,1,787,1,20_ornament,20_wheelchair,20,20,Big-visBig,1,1
02MMJackson04STROOP,2,28,3,2,1105,1,04_camera,04_tractor11,4,4,Small-visBig,4,2
02MMJackson04STROOP,2,29,3,1,882,1,12_bookcase,12_pencil sharpener 5,12,12,Big-visBig,1,1
02MMJackson04STROOP,1,30,3,2,1077,0,01_desk,01_apple,1,1,Small-visBig,4,2
02MMJackson04STROOP,1,31,3,1,796,1,18_ringbox03,18_hotairballoon,18,18,Big-visBig,1,1
02MMJackson04STROOP,2,32,3,2,1031,1,01_apple,01_desk,1,1,Small-visBig,4,2
02MMJackson04STROOP,2,33,3,1,1510,1,06_parthenon,06_cable,6,6,Big-visBig,1,1
02MMJackson04STROOP,1,34,3,2,1528,1,15_couch2,15_scotchtape,15,15,Small-visBig,4,2
02MMJackson04STROOP,2,35,3,2,1081,1,11_controller,11_fountain13,11,11,Small-visBig,4,2
02MMJackson04STROOP,1,36,3,1,1182,1,13_rubberduck,13_piano,13,13,Big-visBig,1,1
02MMJackson04STROOP,2,37,3,1,1468,1,15_couch2,15_scotchtape,15,15,Big-visBig,1,1
02MMJackson04STROOP,1,38,3,1,1010,1,04_camera,04_tractor11,4,4,Big-visBig,1,1
02MMJackson04STROOP,1,39,3,2,5709,1,10_bison,10_bowtiepasta,10,10,Small-visBig,4,2
02MMJackson04STROOP,2,40,3,2,1095,1,19_garlic,19_refrigerator,19,19,Small-visBig,4,2
02MMJackson04STROOP,2,41,3,1,1265,1,18_hotairballoon,18_ringbox03,18,18,Big-visBig,1,1
02MMJackson04STROOP,1,42,3,1,1551,1,14_perfume,14_washingMachine,14,14,Big-visBig,1,1
02MMJackson04STROOP,1,43,3,2,694,1,05_wagon,05_button,5,5,Small-visBig,4,2
02MMJackson04STROOP,2,44,3,2,1466,1,02_seashell,02_carousel,2,2,Small-visBig,4,2
02MMJackson04STROOP,1,45,3,1,1148,1,10_bowtiepasta,10_bison,10,10,Big-visBig,1,1
02MMJackson04STROOP,1,46,3,2,1192,0,03_sofachair,03_baseball 2,3,3,Small-visBig,4,2
02MMJackson04STROOP,2,47,3,2,832,1,12_pencil sharpener 5,12_bookcase,12,12,Small-visBig,4,2
02MMJackson04STROOP,2,48,3,1,746,1,14_washingMachine,14_perfume,14,14,Big-visBig,1,1
02MMJackson04STROOP,2,49,3,2,1114,1,09_mushroom,09_armchair,9,9,Small-visBig,4,2
02MMJackson04STROOP,1,50,3,2,1036,1,20_wheelchair,20_ornament,20,20,Small-visBig,4,2
02MMJackson04STROOP,1,51,3,1,1047,1,08_changepurse,08_uprightpiano,8,8,Big-visBig,1,1
02MMJackson04STROOP,2,52,3,1,898,1,08_uprightpiano,08_changepurse,8,8,Big-visBig,1,1
02MMJackson04STROOP,1,53,3,2,1339,1,04_tractor11,04_camera,4,4,Small-visBig,4,2
02MMJackson04STROOP,2,54,3,2,1684,1,07_dice,07_grill,7,7,Small-visBig,4,2
02MMJackson04STROOP,1,55,3,1,1103,1,19_garlic,19_refrigerator,19,19,Big-visBig,1,1
02MMJackson04STROOP,2,56,3,1,958,1,11_fountain13,11_controller,11,11,Big-visBig,1,1
02MMJackson04STROOP,1,57,3,1,1037,0,06_cable,06_parthenon,6,6,Big-visBig,1,1
02MMJackson04STROOP,2,58,3,1,804,1,07_grill,07_dice,7,7,Big-visBig,1,1
02MMJackson04STROOP,2,59,3,2,902,0,18_ringbox03,18_hotairballoon,18,18,Small-visBig,4,2
02MMJackson04STROOP,1,60,3,2,896,1,17_hotairballoon2,17_pinecone,17,17,Small-visBig,4,2
02MMJackson04STROOP,1,61,3,2,1246,0,18_hotairballoon,18_ringbox03,18,18,Small-visBig,4,2
02MMJackson04STROOP,2,62,3,2,1212,1,16_clock,16_garbagecan,16,16,Small-visBig,4,2
02MMJackson04STROOP,1,63,3,1,1273,1,03_baseball 2,03_sofachair,3,3,Big-visBig,1,1
02MMJackson04STROOP,2,64,3,1,902,1,13_piano,13_rubberduck,13,13,Big-visBig,1,1
02MMJackson04STROOP,1,65,3,2,1140,1,09_armchair,09_mushroom,9,9,Small-visBig,4,2
02MMJackson04STROOP,2,66,3,2,1053,1,20_ornament,20_wheelchair,20,20,Small-visBig,4,2
02MMJackson04STROOP,1,67,3,1,879,1,12_pencil sharpener 5,12_bookcase,12,12,Big-visBig,1,1
02MMJackson04STROOP,2,68,3,1,886,1,05_wagon,05_button,5,5,Big-visBig,1,1
02MMJackson04STROOP,2,69,3,2,1300,1,03_baseball 2,03_sofachair,3,3,Small-visBig,4,2
02MMJackson04STROOP,2,70,3,1,1070,1,19_refrigerator,19_garlic,19,19,Big-visBig,1,1
02MMJackson04STROOP,1,71,3,1,1846,1,17_pinecone,17_hotairballoon2,17,17,Big-visBig,1,1
02MMJackson04STROOP,1,72,3,2,752,1,16_garbagecan,16_clock,16,16,Small-visBig,4,2
02MMJackson04STROOP,1,73,3,1,913,1,09_mushroom,09_armchair,9,9,Big-visBig,1,1
02MMJackson04STROOP,1,74,3,2,1437,0,19_refrigerator,19_garlic,19,19,Small-visBig,4,2
02MMJackson04STROOP,2,75,3,1,1228,1,16_garbagecan,16_clock,16,16,Big-visBig,1,1
02MMJackson04STROOP,2,76,3,2,1140,1,08_changepurse,08_uprightpiano,8,8,Small-visBig,4,2
02MMJackson04STROOP,1,77,3,1,759,1,05_button,05_wagon,5,5,Big-visBig,1,1
02MMJackson04STROOP,2,78,3,2,736,0,05_button,05_wagon,5,5,Small-visBig,4,2
02MMJackson04STROOP,1,79,3,2,710,0,11_fountain13,11_controller,11,11,Small-visBig,4,2
02MMJackson04STROOP,2,80,3,1,1010,1,01_desk,01_apple,1,1,Big-visBig,1,1
03MMDaniel05STROOP,2,1,4,2,2222,1,08_changepurse,08_uprightpiano,8,8,Small-visBig,4,2
03MMDaniel05STROOP,2,2,4,1,1106,1,05_wagon,05_button,5,5,Big-visBig,1,1
03MMDaniel05STROOP,1,3,4,2,1528,1,06_parthenon,06_cable,6,6,Small-visBig,4,2
03MMDaniel05STROOP,1,4,4,1,1855,1,09_mushroom,09_armchair,9,9,Big-visBig,1,1
03MMDaniel05STROOP,2,5,4,2,5645,1,02_seashell,02_carousel,2,2,Small-visBig,4,2
03MMDaniel05STROOP,2,6,4,1,7982,0,10_bison,10_bowtiepasta,10,10,Big-visBig,1,1
03MMDaniel05STROOP,1,7,4,1,2932,1,10_bowtiepasta,10_bison,10,10,Big-visBig,1,1
03MMDaniel05STROOP,1,8,4,2,10321,1,04_tractor11,04_camera,4,4,Small-visBig,4,2
03MMDaniel05STROOP,2,9,4,2,2571,1,12_pencil sharpener 5,12_bookcase,12,12,Small-visBig,4,2
03MMDaniel05STROOP,1,10,4,2,772,1,07_grill,07_dice,7,7,Small-visBig,4,2
03MMDaniel05STROOP,1,11,4,1,885,1,20_ornament,20_wheelchair,20,20,Big-visBig,1,1
03MMDaniel05STROOP,2,12,4,1,3904,1,09_armchair,09_mushroom,9,9,Big-visBig,1,1
03MMDaniel05STROOP,1,13,4,1,2984,1,02_seashell,02_carousel,2,2,Big-visBig,1,1
03MMDaniel05STROOP,2,14,4,2,809,0,01_apple,01_desk,1,1,Small-visBig,4,2
03MMDaniel05STROOP,2,15,4,1,3492,1,08_uprightpiano,08_changepurse,8,8,Big-visBig,1,1
03MMDaniel05STROOP,1,16,4,2,2493,1,11_fountain13,11_controller,11,11,Small-visBig,4,2
03MMDaniel05STROOP,1,17,4,1,2738,1,05_button,05_wagon,5,5,Big-visBig,1,1
03MMDaniel05STROOP,2,18,4,2,3740,1,17_pinecone,17_hotairballoon2,17,17,Small-visBig,4,2
03MMDaniel05STROOP,2,19,4,1,1437,1,19_refrigerator,19_garlic,19,19,Big-visBig,1,1
03MMDaniel05STROOP,1,20,4,2,1416,1,16_garbagecan,16_clock,16,16,Small-visBig,4,2
03MMDaniel05STROOP,2,21,4,2,1581,1,03_baseball 2,03_sofachair,3,3,Small-visBig,4,2
03MMDaniel05STROOP,2,22,4,1,1365,1,15_couch2,15_scotchtape,15,15,Big-visBig,1,1
03MMDaniel05STROOP,1,23,4,2,1923,1,09_armchair,09_mushroom,9,9,Small-visBig,4,2
03MMDaniel05STROOP,1,24,4,1,1852,1,11_controller,11_fountain13,11,11,Big-visBig,1,1
03MMDaniel05STROOP,1,25,4,1,1267,1,12_pencil sharpener 5,12_bookcase,12,12,Big-visBig,1,1
03MMDaniel05STROOP,1,26,4,2,2205,1,10_bison,10_bowtiepasta,10,10,Small-visBig,4,2
03MMDaniel05STROOP,2,27,4,2,2842,1,15_scotchtape,15_couch2,15,15,Small-visBig,4,2
03MMDaniel05STROOP,2,28,4,1,2085,1,14_washingMachine,14_perfume,14,14,Big-visBig,1,1
03MMDaniel05STROOP,2,29,4,1,3501,1,04_tractor11,04_camera,4,4,Big-visBig,1,1
03MMDaniel05STROOP,2,30,4,2,2399,1,14_perfume,14_washingMachine,14,14,Small-visBig,4,2
03MMDaniel05STROOP,1,31,4,1,1502,1,14_perfume,14_washingMachine,14,14,Big-visBig,1,1
03MMDaniel05STROOP,1,32,4,2,2194,1,02_carousel,02_seashell,2,2,Small-visBig,4,2
03MMDaniel05STROOP,2,33,4,1,568,1,16_garbagecan,16_clock,16,16,Big-visBig,1,1
03MMDaniel05STROOP,1,34,4,2,1594,1,18_hotairballoon,18_ringbox03,18,18,Small-visBig,4,2
